"link-primary","link-primary href","SearchResultCard__status","SearchResultCard__favoriteLink href","SearchResultCard__footerItem","SearchResultCard__footerItem 2","CompanyLogo src","SearchResultCard__favoriteLink href 2","Tag 2"
"Junior Front-end vývojář","https://www.jobs.cz/rpd/1626421533/?searchId=37543743-d98e-4e76-a252-1b6ce6e2076d&rps=233","19. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D6%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626421533","EI SERVICES s.r.o.","Praha – Smíchov","","[object Object]","Možnost občasné práce z domova"
"Junior Facility Manager (M/Ž) – Praha","https://www.jobs.cz/rpd/1613542921/?searchId=37543743-d98e-4e76-a252-1b6ce6e2076d&rps=233","19. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D6%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1613542921","M2C","Praha – Nové Město","https://my.teamio.com/recruit/logo?id=2032df52-e06f-4169-a0ca-33da3220374a&v=1601376796026&width=180","[object Object]",""
"⋙ Business Analytik Junior ⋘","https://www.jobs.cz/rpd/1626396736/?searchId=37543743-d98e-4e76-a252-1b6ce6e2076d&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D6%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626396736","mBlue Czech, s.r.o.","Praha","https://my.teamio.com/recruit/logo?id=fdb99c53-4e70-4d29-9fd4-8e4a02afd123&v=1635177509175&width=180","[object Object]","Možnost občasné práce z domova"
"Junior specialista pro zahraniční daně","https://www.jobs.cz/rpd/2000043913/?searchId=37543743-d98e-4e76-a252-1b6ce6e2076d&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D6%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D2000043913","NeoTax s.r.o.","Praha – Nusle","","[object Object]",""
"Corporate dealer - Junior","https://www.jobs.cz/rpd/1626380249/?searchId=37543743-d98e-4e76-a252-1b6ce6e2076d&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D6%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626380249","Banka CREDITAS a.s.","Praha – Karlín","https://my.teamio.com/recruit/logo?id=f74ff3cb-eda9-4c8d-8da2-39ab2956970d&v=1599570444714&width=180","[object Object]","Odpovězte teď a budete mezi prvními"
"Junior Purchasing manager","https://www.jobs.cz/rpd/1625542672/?searchId=37543743-d98e-4e76-a252-1b6ce6e2076d&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D6%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625542672","Pepper - Decor s.r.o.","Praha – Žižkov","","[object Object]","Možnost občasné práce z domova"
"Junior IT Specialist","https://www.jobs.cz/rpd/1626364423/?searchId=37543743-d98e-4e76-a252-1b6ce6e2076d&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D6%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626364423","Smarty CZ a.s.","Praha – Nové Město","https://my.teamio.com/recruit/logo?id=7f15e71d-ab40-4d4a-9c2d-b76bf629140f&v=1649929952216&width=180","[object Object]","Možnost občasné práce z domova"
"Test case developer (JUNIOR)","https://www.jobs.cz/rpd/1626360066/?searchId=37543743-d98e-4e76-a252-1b6ce6e2076d&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D6%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626360066","Siemens s.r.o.","Praha – Stodůlky","https://my.teamio.com/recruit/logo?id=959d8ae3-12a5-4bee-a326-76612307fc98&v=1624370099971&width=180","[object Object]","Možnost občasné práce z domova"
"Junior Sales Manager - obchodník s investičními produkty","https://www.jobs.cz/rpd/1613902965/?searchId=37543743-d98e-4e76-a252-1b6ce6e2076d&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D6%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1613902965","BH Securities a.s.","Praha – Nové Město","","[object Object]",""
"IDM / IAM Specialist junior","https://www.jobs.cz/rpd/1624118981/?searchId=37543743-d98e-4e76-a252-1b6ce6e2076d&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D6%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1624118981","embedIT","Praha – Dejvice","https://my.teamio.com/recruit/logo?id=8d4c2cee-9e0e-4e6b-b40e-b7cc9fdab41a&v=1580828172826&width=180","[object Object]","Možnost občasné práce z domova"
"Junior účetní","https://www.jobs.cz/rpd/1619859166/?searchId=37543743-d98e-4e76-a252-1b6ce6e2076d&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D6%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1619859166","TEMPUS DESIGN","Praha – Chodov","","[object Object]",""
"IT specialista junior","https://www.jobs.cz/rpd/1616606546/?searchId=37543743-d98e-4e76-a252-1b6ce6e2076d&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D6%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1616606546","ABAS IPS Management s.r.o.","Praha – Vysočany","","[object Object]",""
"ÚČETNÍ JUNIOR - Možnost Home Office","https://www.jobs.cz/rpd/1626350580/?searchId=37543743-d98e-4e76-a252-1b6ce6e2076d&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D6%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626350580","E-Consulting Czech s.r.o.","Praha – Karlín","","[object Object]","Možnost občasné práce z domova"
"Junior marketingový specialista","https://www.jobs.cz/rpd/1626345622/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626345622","celio*","Praha – Smíchov","https://my.teamio.com/recruit/logo?id=6b4e541c-5cf0-4251-b4af-3da44d7c3a4a&v=1631176830110&width=180","",""
"JUNIOR FINANČNÍ MANAŽER/KA  pro kancelář v Praze","https://www.jobs.cz/rpd/1625050220/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625050220","RUBIKON Centrum","Praha – Libeň","","[object Object]","Možnost občasné práce z domova"
"Product Manager junior","https://www.jobs.cz/rpd/1626343808/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626343808","Lactalis CZ, s.r.o.","Praha – Chodov","","[object Object]",""
"Projektový manažer- junior","https://www.jobs.cz/rpd/1625047798/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625047798","MERITIA consult, s.r.o.","Praha – Nové Město","","[object Object]","Možnost občasné práce z domova"
"ACCOUNTANT (i junior)","https://www.jobs.cz/rpd/2000049189/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D2000049189","Arthrex s.r.o.","Praha – Horní Počernice","","[object Object]","Možnost občasné práce z domova"
"Junior HR Generalist/Business partner/ka","https://www.jobs.cz/rpd/1620093848/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1620093848","CzechInvest","Praha – Nové Město","","[object Object]","Možnost občasné práce z domova"
"Konstruktér/Strojař junior","https://www.jobs.cz/rpd/1614671061/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1614671061","TC INTER- INFORMATICS a.s.","Praha – Libeň","","[object Object]",""
"Junior Konzultant/ka (absolventi, studenti, částečný úvazek)","https://www.jobs.cz/rpd/1625835308/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625835308","Ayming Česká republika s.r.o.","Praha – Vinohrady","","[object Object]","Možnost občasné práce z domova"
"Junior Investment Analyst","https://www.jobs.cz/rpd/2000049080/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D2000049080","CEIP Advisor a.s.","Praha – Staré Město","","[object Object]",""
"Junior IT Analytik - Praha Anděl","https://www.jobs.cz/rpd/1626307549/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626307549","ARBES Technologies, a.s.","Praha – Smíchov","","[object Object]","Možnost občasné práce z domova"
"ADVOKÁTNÍ KONCIPIENT – JUNIOR","https://www.jobs.cz/rpd/2000048972/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D2000048972","PRK Partners s.r.o. advokátní kancelář","Praha – Staré Město","","[object Object]","Možnost občasné práce z domova"
"Junior konzultant/ka v Transfer Pricing - převodní ceny","https://www.jobs.cz/rpd/1623503652/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1623503652","PricewaterhouseCoopers Česká republika, s.r.o.","Praha – Nusle","https://my.teamio.com/recruit/logo?id=6263c4ce-5c69-42d6-bc34-c7e32f639c93&v=1609841967022&width=180","[object Object]","Možnost občasné práce z domova"
"(Junior) Finance Operations Specialist","https://www.jobs.cz/rpd/1625478974/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625478974","International Study Programs, s.r.o.","Praha – Karlín","","[object Object]","Práce převážně z domova"
"Administrátor LINUX - junior","https://www.jobs.cz/rpd/1616711165/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1616711165","ČD - Informační Systémy, a.s.","Praha – Karlín","","[object Object]","Možnost občasné práce z domova"
"Junior právník Legal Assistance","https://www.jobs.cz/rpd/1626286564/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626286564","AXA ASSISTANCE CZ, s.r.o.","Praha – Nusle","https://my.teamio.com/recruit/logo?id=15168f60-de66-4fd3-a2e4-6180e733a986&v=1577093355722&width=180","[object Object]","Práce převážně z domova"
"KYBERBEZPEČNOST junior/senior @NAKIT","https://www.jobs.cz/rpd/1626279848/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626279848","NAKIT, s. p.","Praha – Vršovice","https://my.teamio.com/recruit/logo?id=9ffc5046-fc36-4396-bc47-9e8b1fc43210&v=1589186431360&width=180","[object Object]",""
"PŘÍPRAVÁŘ JUNIOR - STAVEBNÍ DIVIZE GARTAL","https://www.jobs.cz/rpd/1621267492/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","Končí za 3 dny","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1621267492","GARTAL Management a.s.","Praha – Libeň","","[object Object]","Možnost občasné práce z domova"
"Právník junior - majetkové účasti (M/Ž)","https://www.jobs.cz/rpd/1624365431/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1624365431","ČEZ, a. s.","Praha – Michle","https://my.teamio.com/recruit/logo?id=240c73c2-100b-4540-a11f-28de1243cf5e&v=1643282390028&width=180","[object Object]","Možnost občasné práce z domova"
"Junior Partner Support Specialist","https://www.jobs.cz/rpd/1617927242/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1617927242","MallGroup","Praha – Holešovice","https://my.teamio.com/recruit/logo?id=201ad428-afa3-41f8-925a-27b49c2e53d2&v=1638868655380&width=180","[object Object]","Možnost občasné práce z domova"
"Junior Embedded System Developer","https://www.jobs.cz/rpd/1610211497/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1610211497","Škoda Digital s.r.o.","Praha – Jinonice","https://my.teamio.com/recruit/logo?id=94bdcb7d-f74f-4a81-b5b5-29979b73be6d&v=1649925586279&width=180","[object Object]",""
"Junior specialista controllingu pro Bageterii Boulevard","https://www.jobs.cz/rpd/1626246761/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626246761","Crocodille ČR, spol. s r.o.","Praha – Hloubětín","","[object Object]",""
"IT auditor/ -ka (junior nebo senior)","https://www.jobs.cz/rpd/1626241928/?searchId=ed8d6bdd-0a52-429e-aaa2-58f06005e746&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D7%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626241928","ČSOB Československá obchodní banka, a. s.","Praha – Radlice","https://my.teamio.com/recruit/logo?id=a51b5721-10da-40eb-bf09-b0bf3201768e&v=1598263133171&width=180","[object Object]","Možnost občasné práce z domova"
